# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
spinal cord patterning	605	8.564944e-10	1.8629107123305784e-8	2.067435	87	0.008337326	431	0.00008558018239211136	2.30619	20	24	0.002947679	
lactation	606	8.792432e-10	1.9092345328052807e-8	2.020063	92	0.008816483	784	0.009980156536096938	1.71317	26	42	0.003831982	
parasympathetic nervous system development	663	3.469489e-9	6.886124547662142e-8	2.16923	72	0.006899856	974	0.027097393789527725	1.998698	13	18	0.001915991	
blastocyst formation	733	1.091134e-8	1.9588311467939975e-7	2.251665	62	0.005941543	1090	0.04780623653577982	1.717714	18	29	0.002652911	
regulation of pri-miRNA transcription from RNA polymerase II promoter	742	1.274213e-8	2.2597532165768192e-7	2.010164	80	0.007666507	913	0.017633939188389923	1.813143	19	29	0.002800295	
commissural neuron axon guidance	760	1.79044e-8	3.1000526263157897e-7	2.612581	45	0.00431241	710	0.005372897541971832	2.767428	8	8	0.001179071	
negative regulation of Notch signaling pathway	769	2.141011e-8	3.6636623860858256e-7	2.177488	64	0.006133206	901	0.01743142497891232	1.761091	21	33	0.003095063	
dorsal/ventral axis specification	819	6.660766e-8	0.0000010701956018803418	2.200944	58	0.005558218	608	0.0017879680870230264	2.398438	13	15	0.001915991	
myelin assembly	832	8.624768e-8	0.0000013641024292307693	2.135584	61	0.005845712	974	0.027097393789527725	1.998698	13	18	0.001915991	
negative regulation of NF-kappaB import into nucleus	1024	0.000001137972	0.000014623606980468751	2.241241	45	0.00431241	740	0.006799996827432432	2.152444	14	18	0.002063375	
positive regulation of cell proliferation involved in heart morphogenesis	1129	0.000004093207	0.00004770815847032772	2.331129	37	0.003545759	997	0.029339739313941827	2.767428	6	6	0.0008843036	
convergent extension involved in axis elongation	1290	0.00001579758	0.00016114756218604652	2.420955	30	0.00287494	997	0.029339739313941827	2.767428	6	6	0.0008843036	
arterial endothelial cell differentiation	1378	0.00003159278	0.0003016904151088534	2.686836	23	0.002204121	997	0.029339739313941827	2.767428	6	6	0.0008843036	
positive regulation of stem cell population maintenance	1484	0.00006478013	0.0005744216513948787	2.397821	26	0.002491615	997	0.029339739313941827	2.767428	6	6	0.0008843036	
